Year,Country,Temperature,SeaLevel,AgriculturalYield,,
2007,PAK,0.401,89.1,34.6,,
2008,PAK,0.416,89.1,34.6,,
2009,PAK,0.742,89.1,34.6,,
2010,PAK,0.39,89.1,34.6,,
2011,PAK,0.334,89.1,34.6,,
2012,PAK,0.414,89.1,34.6,,
2013,PAK,0.415,89.1,34.6,,
2014,PAK,1.085,89.1,34.6,,
2015,PAK,0.833,89.1,34.6,,
2016,PAK,0.556,89.1,34.6,,
2017,PAK,0.451,89.1,34.6,,
2018,PAK,0.456,89.1,34.6,,
2019,PAK,0.305,89.1,34.6,,
2020,PAK,0.538,89.1,34.6,,
2021,PAK,0.321,89.1,34.6,,
2022,PAK,0.356,89.1,34.6,,
2023,PAK,0.493,89.1,34.6,,
2024,PAK,0.373,89.1,34.6,,
2025,PAK,0.415,89.1,34.6,,
1990,ISR,0.556,89.1,34.6,,
1991,ISR,0.603,89.1,34.6,,
1992,ISR,0.352,89.1,34.6,,
1993,ISR,0.363,89.1,34.6,,
1994,ISR,0.287,89.1,34.6,,
1995,ISR,0.415,89.1,34.6,,
1996,ISR,0.553,89.1,34.6,,
1997,ISR,0.517,89.1,34.6,,
1998,ISR,0.724,89.1,34.6,,
1999,ISR,0.988,89.1,34.6,,
2000,ISR,0.373,89.1,34.6,,
2001,ISR,0.45,89.1,34.6,,
2002,ISR,0.399,89.1,34.6,,
2003,ISR,0.797,89.1,34.6,,
2004,ISR,0.341,89.1,34.6,,
2005,ISR,0.607,89.1,34.6,,
2006,ISR,0.393,89.1,34.6,,
2007,ISR,0.285,89.1,34.6,,
2008,ISR,0.26,89.1,34.6,,
2009,ISR,0.544,89.1,34.6,,
2010,ISR,0.6,89.1,34.6,,
2011,ISR,0.416,89.1,34.6,,
2012,ISR,0.483,89.1,34.6,,
2013,ISR,0.337,89.1,34.6,,
2014,ISR,0.33,89.1,34.6,,
2015,ISR,0.544,89.1,34.6,,
2016,ISR,0.724,89.1,34.6,,
2017,ISR,0.408,89.1,34.6,,
2018,ISR,0.352,89.1,34.6,,
2019,ISR,0.447,89.1,34.6,,
2020,ISR,0.505,89.1,34.6,,
2021,ISR,0.78,89.1,34.6,,
2022,ISR,0.419,89.1,34.6,,
2023,ISR,0.371,89.1,34.6,,
2024,ISR,0.424,89.1,34.6,,
2025,ISR,0.78,89.1,34.6,,
1990,NGA,0.504,89.1,34.6,,
1991,NGA,0.475,89.1,34.6,,
1992,NGA,0.401,89.1,34.6,,
1993,NGA,0.36,89.1,34.6,,
1994,NGA,0.303,89.1,34.6,,
1995,NGA,0.337,89.1,34.6,,
1996,NGA,0.463,89.1,34.6,,
1997,NGA,0.783,89.1,34.6,,
1998,NGA,0.44,89.1,34.6,,
1999,NGA,0.517,89.1,34.6,,
2000,NGA,0.313,89.1,34.6,,
2001,NGA,0.959,89.1,34.6,,
2002,NGA,0.333,89.1,34.6,,
2003,NGA,0.781,89.1,34.6,,
2004,NGA,0.344,89.1,34.6,,
2005,NGA,0.366,89.1,34.6,,
2006,NGA,0.394,89.1,34.6,,
2007,NGA,0.609,89.1,34.6,,
2008,NGA,0.351,89.1,34.6,,
2009,NGA,0.392,89.1,34.6,,
2010,NGA,0.353,89.1,34.6,,
2011,NGA,0.726,89.1,34.6,,
2012,NGA,0.286,89.1,34.6,,
2013,NGA,0.313,89.1,34.6,,
2014,NGA,0.42,89.1,34.6,,
2015,NGA,0.533,89.1,34.6,,
2016,NGA,0.403,89.1,34.6,,
2017,NGA,0.451,89.1,34.6,,
2018,NGA,0.683,89.1,34.6,,
2019,NGA,0.532,89.1,34.6,,
2020,NGA,0.403,89.1,34.6,,
2021,NGA,0.48,89.1,34.6,,
2022,NGA,0.438,89.1,34.6,,
2023,NGA,0.387,89.1,34.6,,
2024,NGA,0.661,89.1,34.6,,
2025,NGA,0.412,89.1,34.6,,
1990,MYS,0.487,89.1,34.6,,
1991,MYS,0.563,89.1,34.6,,
1992,MYS,0.464,89.1,34.6,,
1993,MYS,0.513,89.1,34.6,,
1994,MYS,0.466,89.1,34.6,,
1995,MYS,0.532,89.1,34.6,,
1996,MYS,0.453,89.1,34.6,,
1997,MYS,0.43,89.1,34.6,,
1998,MYS,0.429,89.1,34.6,,
1999,MYS,0.524,89.1,34.6,,
2000,MYS,0.432,89.1,34.6,,
2001,MYS,0.53,89.1,34.6,,
2002,MYS,0.404,89.1,34.6,,
2003,MYS,0.411,89.1,34.6,,
2004,MYS,0.546,89.1,34.6,,
2005,MYS,0.482,89.1,34.6,,
2006,MYS,1.041,89.1,34.6,,
2007,MYS,0.317,89.1,34.6,,
2008,MYS,0.497,89.1,34.6,,
2009,MYS,0.367,89.1,34.6,,
2010,MYS,0.941,89.1,34.6,,
2011,MYS,0.291,89.1,34.6,,
2012,MYS,0.42,89.1,34.6,,
2013,MYS,0.783,89.1,34.6,,
2014,MYS,0.555,89.1,34.6,,
2015,MYS,0.432,89.1,34.6,,
2016,MYS,0.751,89.1,34.6,,
2017,MYS,0.594,89.1,34.6,,
2018,MYS,0.585,89.1,34.6,,
2019,MYS,0.348,89.1,34.6,,
2020,MYS,0.412,89.1,34.6,,
2021,MYS,0.413,89.1,34.6,,
2022,MYS,0.486,89.1,34.6,,
2023,MYS,0.367,89.1,34.6,,
2024,MYS,0.467,89.1,34.6,,
2025,MYS,0.8,89.1,34.6,,
1990,MOZ,0.647,89.1,34.6,,
1991,MOZ,0.46,89.1,34.6,,
1992,MOZ,0.39,89.1,34.6,,
1993,MOZ,0.702,89.1,34.6,,
1994,MOZ,0.691,89.1,34.6,,
1995,MOZ,0.633,89.1,34.6,,
1996,MOZ,0.75,89.1,34.6,,
1997,MOZ,0.465,89.1,34.6,,
1998,MOZ,0.356,89.1,34.6,,
1999,MOZ,0.392,89.1,34.6,,
2000,MOZ,0.361,89.1,34.6,,
2001,MOZ,0.641,89.1,34.6,,
2002,MOZ,0.743,89.1,34.6,,
2003,MOZ,0.623,89.1,34.6,,
2004,MOZ,0.6,89.1,34.6,,
2005,MOZ,0.504,89.1,34.6,,
2006,MOZ,0.543,89.1,34.6,,
2007,MOZ,0.408,89.1,34.6,,
2008,MOZ,0.521,89.1,34.6,,
2009,MOZ,0.536,89.1,34.6,,
2010,MOZ,0.406,89.1,34.6,,
2011,MOZ,0.513,89.1,34.6,,
2012,MOZ,0.367,89.1,34.6,,
2013,MOZ,0.422,89.1,34.6,,
2014,MOZ,0.76,89.1,34.6,,
2015,MOZ,0.655,89.1,34.6,,
2016,MOZ,0.613,89.1,34.6,,
2017,MOZ,1.079,89.1,34.6,,
2018,MOZ,0.872,89.1,34.6,,
2019,MOZ,0.4,89.1,34.6,,
2020,MOZ,0.507,89.1,34.6,,
2021,MOZ,0.472,89.1,34.6,,
2022,MOZ,0.85,89.1,34.6,,
2023,MOZ,0.338,89.1,34.6,,
2024,MOZ,0.358,89.1,34.6,,
2025,MOZ,0.705,89.1,34.6,,
1990,KAZ,0.631,89.1,34.6,,
1991,KAZ,0.66,89.1,34.6,,
1992,KAZ,0.579,89.1,34.6,,
1993,KAZ,1.214,89.1,34.6,,
1994,KAZ,0.521,89.1,34.6,,
1995,KAZ,0.41,89.1,34.6,,
1996,KAZ,1.509,89.1,34.6,,
1997,KAZ,0.422,89.1,34.6,,
1998,KAZ,0.531,89.1,34.6,,
1999,KAZ,0.484,89.1,34.6,,
2000,KAZ,0.348,89.1,34.6,,
2001,KAZ,0.479,89.1,34.6,,
2002,KAZ,0.897,89.1,34.6,,
2003,KAZ,0.408,89.1,34.6,,
2004,KAZ,0.454,89.1,34.6,,
2005,KAZ,0.676,89.1,34.6,,
2006,KAZ,1.891,89.1,34.6,,
2007,KAZ,0.719,89.1,34.6,,
2008,KAZ,0.596,89.1,34.6,,
2009,KAZ,0.634,89.1,34.6,,
2010,KAZ,0.475,89.1,34.6,,
2011,KAZ,1.142,89.1,34.6,,
2012,KAZ,0.297,89.1,34.6,,
2013,KAZ,0.287,89.1,34.6,,
2014,KAZ,0.743,89.1,34.6,,
2015,KAZ,0.316,89.1,34.6,,
2016,KAZ,0.763,89.1,34.6,,
2017,KAZ,0.475,89.1,34.6,,
2018,KAZ,0.609,89.1,34.6,,
2019,KAZ,0.472,89.1,34.6,,
2020,KAZ,0.343,89.1,34.6,,
2021,KAZ,0.407,89.1,34.6,,
2022,KAZ,0.351,89.1,34.6,,
2023,KAZ,0.399,89.1,34.6,,
2024,KAZ,0.505,89.1,34.6,,
2025,KAZ,0.53,89.1,34.6,,
1990,DZA,0.434,89.1,34.6,,
1991,DZA,0.464,89.1,34.6,,
1992,DZA,0.413,89.1,34.6,,
1993,DZA,0.297,89.1,34.6,,
1994,DZA,0.401,89.1,34.6,,
1995,DZA,0.396,89.1,34.6,,
1996,DZA,0.589,89.1,34.6,,
1997,DZA,0.46,89.1,34.6,,
1998,DZA,0.462,89.1,34.6,,
1999,DZA,0.321,89.1,34.6,,
2000,DZA,0.341,89.1,34.6,,
2001,DZA,0.443,89.1,34.6,,
2002,DZA,0.797,89.1,34.6,,
2003,DZA,0.481,89.1,34.6,,
2004,DZA,0.32,89.1,34.6,,
2005,DZA,0.461,89.1,34.6,,
2006,DZA,0.364,89.1,34.6,,
2007,DZA,0.358,89.1,34.6,,
2008,DZA,0.411,89.1,34.6,,
2009,DZA,0.303,89.1,34.6,,
2010,DZA,0.343,89.1,34.6,,
2011,DZA,0.446,89.1,34.6,,
2012,DZA,0.386,89.1,34.6,,
2013,DZA,1.018,89.1,34.6,,
2014,DZA,0.302,89.1,34.6,,
2015,DZA,0.384,89.1,34.6,,
2016,DZA,0.37,89.1,34.6,,
2017,DZA,0.281,89.1,34.6,,
2018,DZA,0.361,89.1,34.6,,
2019,DZA,0.304,89.1,34.6,,
2020,DZA,0.338,89.1,34.6,,
2021,DZA,0.356,89.1,34.6,,
2022,DZA,0.551,89.1,34.6,,
2023,DZA,0.435,89.1,34.6,,
2024,DZA,0.77,89.1,34.6,,
2025,DZA,0.617,89.1,34.6,,
1990,TZA,0.842,89.1,34.6,,
1991,TZA,0.554,89.1,34.6,,
1992,TZA,0.343,89.1,34.6,,
1993,TZA,0.366,89.1,34.6,,
1994,TZA,0.443,89.1,34.6,,
1995,TZA,0.445,89.1,34.6,,
1996,TZA,0.839,89.1,34.6,,
1997,TZA,0.31,89.1,34.6,,
1998,TZA,0.318,89.1,34.6,,
1999,TZA,0.386,89.1,34.6,,
2000,TZA,0.337,89.1,34.6,,
2001,TZA,0.336,89.1,34.6,,
2002,TZA,0.27,89.1,34.6,,
2003,TZA,0.342,89.1,34.6,,
2004,TZA,0.293,89.1,34.6,,
2005,TZA,0.357,89.1,34.6,,
2006,TZA,0.3,89.1,34.6,,
2007,TZA,0.241,89.1,34.6,,
2008,TZA,0.36,89.1,34.6,,
2009,TZA,0.295,89.1,34.6,,
2010,TZA,0.306,89.1,34.6,,
2011,TZA,0.315,89.1,34.6,,
2012,TZA,0.363,89.1,34.6,,
2013,TZA,0.497,89.1,34.6,,
2014,TZA,0.408,89.1,34.6,,
2015,TZA,0.339,89.1,34.6,,
2016,TZA,0.223,89.1,34.6,,
2017,TZA,0.505,89.1,34.6,,
2018,TZA,0.262,89.1,34.6,,
2019,TZA,0.284,89.1,34.6,,
2020,TZA,0.362,89.1,34.6,,
2021,TZA,0.352,89.1,34.6,,
2022,TZA,0.483,89.1,34.6,,
2023,TZA,0.435,89.1,34.6,,
2024,TZA,0.562,89.1,34.6,,
2025,TZA,0.449,89.1,34.6,,
1990,UKR,0.237,89.1,34.6,,
1991,UKR,0.227,89.1,34.6,,
1992,UKR,0.395,89.1,34.6,,
1993,UKR,0.401,89.1,34.6,,
1994,UKR,0.327,89.1,34.6,,
1995,UKR,0.343,89.1,34.6,,
1996,UKR,0.313,89.1,34.6,,
1997,UKR,0.524,89.1,34.6,,
1998,UKR,0.387,89.1,34.6,,
1999,UKR,0.485,89.1,34.6,,
2000,UKR,0.343,89.1,34.6,,
2001,UKR,0.87,89.1,34.6,,
2002,UKR,0.232,89.1,34.6,,
2003,UKR,0.319,89.1,34.6,,
2004,UKR,0.296,89.1,34.6,,
2005,UKR,0.301,89.1,34.6,,
2006,UKR,0.488,89.1,34.6,,
2007,UKR,0.312,89.1,34.6,,
2008,UKR,0.37,89.1,34.6,,
2009,UKR,0.451,89.1,34.6,,
2010,UKR,0.242,89.1,34.6,,
2011,UKR,0.396,89.1,34.6,,
2012,UKR,0.456,89.1,34.6,,
2013,UKR,0.291,89.1,34.6,,
2014,UKR,0.932,89.1,34.6,,
2015,UKR,0.582,89.1,34.6,,
2016,UKR,0.75,89.1,34.6,,
2017,UKR,0.386,89.1,34.6,,
2018,UKR,0.612,89.1,34.6,,
2019,UKR,0.572,89.1,34.6,,
2020,UKR,0.456,89.1,34.6,,
2021,UKR,0.652,89.1,34.6,,
2022,UKR,0.586,89.1,34.6,,
2023,UKR,0.621,89.1,34.6,,
2024,UKR,0.374,89.1,34.6,,
2025,UKR,0.525,89.1,34.6,,
1990,SDN,0.502,89.1,34.6,,
1991,SDN,1.077,89.1,34.6,,
1992,SDN,0.961,89.1,34.6,,
1993,SDN,1.758,89.1,34.6,,
1994,SDN,0.639,89.1,34.6,,
1995,SDN,0.701,89.1,34.6,,
1996,SDN,0.605,89.1,34.6,,
1997,SDN,0.537,89.1,34.6,,
1998,SDN,0.408,89.1,34.6,,
1999,SDN,0.55,89.1,34.6,,
2000,SDN,0.634,89.1,34.6,,
2001,SDN,0.529,89.1,34.6,,
2002,SDN,0.671,89.1,34.6,,
2003,SDN,0.523,89.1,34.6,,
2004,SDN,1.057,89.1,34.6,,
2005,SDN,1.701,89.1,34.6,,
2006,SDN,,89.1,34.6,,
2007,SDN,2.168,89.1,34.6,,
2008,SDN,,89.1,34.6,,
2009,SDN,,89.1,34.6,,
2010,SDN,,89.1,34.6,,
2011,SDN,,89.1,34.6,,
2012,SDN,2.57,89.1,34.6,,
2013,SDN,1.99,89.1,34.6,,
2014,SDN,2.071,89.1,34.6,,
2015,SDN,2.108,89.1,34.6,,
2016,SDN,,89.1,34.6,,
2017,SDN,2.132,89.1,34.6,,
2018,SDN,2.131,89.1,34.6,,
2019,SDN,2.016,89.1,34.6,,
2020,SDN,2.137,89.1,34.6,,
2021,SDN,2.139,89.1,34.6,,
2022,SDN,1.982,89.1,34.6,,
2023,SDN,1.913,89.1,34.6,,
2024,SDN,1.918,89.1,34.6,,
2025,SDN,,89.1,34.6,,
1990,EGY,,89.1,34.6,,
1991,EGY,,89.1,34.6,,
1992,EGY,,89.1,34.6,,
1993,EGY,,89.1,34.6,,
1994,EGY,,89.1,34.6,,
1995,EGY,,89.1,34.6,,
1996,EGY,,89.1,34.6,,
1997,EGY,,89.1,34.6,,
1998,EGY,,89.1,34.6,,
1999,EGY,,89.1,34.6,,
2000,EGY,,89.1,34.6,,
2001,EGY,,89.1,34.6,,
2002,EGY,,89.1,34.6,,
2003,EGY,,89.1,34.6,,
2004,EGY,,89.1,34.6,,
2005,EGY,,89.1,34.6,,
2006,EGY,,89.1,34.6,,
2007,EGY,,89.1,34.6,,
2008,EGY,,89.1,34.6,,
2009,EGY,,89.1,34.6,,
2010,EGY,,89.1,34.6,,
2011,EGY,,89.1,34.6,,
2012,EGY,,89.1,34.6,,
2013,EGY,,89.1,34.6,,
2014,EGY,,89.1,34.6,,
2015,EGY,,89.1,34.6,,
2016,EGY,,89.1,34.6,,
2017,EGY,,89.1,34.6,,
2018,EGY,,89.1,34.6,,
2019,EGY,,89.1,34.6,,
2020,EGY,,89.1,34.6,,
2021,EGY,,89.1,34.6,,
2022,EGY,,89.1,34.6,,
2023,EGY,,89.1,34.6,,
2024,EGY,,89.1,34.6,,
2025,EGY,,89.1,34.6,,
1990,USA,,89.1,34.6,,
1991,USA,,89.1,34.6,,
1992,USA,,89.1,34.6,,
1993,USA,,89.1,34.6,,
1994,USA,,89.1,34.6,,
1995,USA,,89.1,34.6,,
1996,USA,,89.1,34.6,,
1997,USA,,89.1,34.6,,
1998,USA,,89.1,34.6,,
1999,USA,,89.1,34.6,,
2000,USA,,89.1,34.6,,
2001,USA,,89.1,34.6,,
2002,USA,,89.1,34.6,,
2003,USA,,89.1,34.6,,
2004,USA,,89.1,34.6,,
2005,USA,,89.1,34.6,,
2006,USA,,89.1,34.6,,
2007,USA,,89.1,34.6,,
2008,USA,,89.1,34.6,,
2009,USA,1.853,89.1,34.6,,
2010,USA,2.343,89.1,34.6,,
2011,USA,2.609,89.1,34.6,,
2012,USA,1.855,89.1,34.6,,
2013,USA,2.041,89.1,34.6,,
2014,USA,2.004,89.1,34.6,,
2015,USA,1.979,89.1,34.6,,
2016,USA,1.842,89.1,34.6,,
2017,USA,1.869,89.1,34.6,,
2018,USA,1.936,89.1,34.6,,
2019,USA,,89.1,34.6,,
2020,USA,2.08,89.1,34.6,,
2021,USA,2.133,89.1,34.6,,
2022,USA,2.471,89.1,34.6,,
2023,USA,2.169,89.1,34.6,,
2024,USA,1.92,89.1,34.6,,
2025,USA,,89.1,34.6,,
1990,COL,2.088,89.1,34.6,,
1991,COL,1.894,89.1,34.6,,
1992,COL,1.828,89.1,34.6,,
1993,COL,1.809,89.1,34.6,,
1994,COL,,89.1,34.6,,
1995,COL,,89.1,34.6,,
1996,COL,,89.1,34.6,,
1997,COL,2.718,89.1,34.6,,
1998,COL,,89.1,34.6,,
1999,COL,2.331,89.1,34.6,,
2000,COL,2.344,89.1,34.6,,
2001,COL,,89.1,34.6,,
2002,COL,,89.1,34.6,,
2003,COL,,89.1,34.6,,
2004,COL,,89.1,34.6,,
2005,COL,,89.1,34.6,,
2006,COL,2.189,89.1,34.6,,
2007,COL,2.074,89.1,34.6,,
2008,COL,2.104,89.1,34.6,,
2009,COL,7.773,89.1,34.6,,
2010,COL,3.934,89.1,34.6,,
2011,COL,3.081,89.1,34.6,,
2012,COL,7.319,89.1,34.6,,
2013,COL,1.913,89.1,34.6,,
2014,COL,2.451,89.1,34.6,,
2015,COL,1.773,89.1,34.6,,
2016,COL,6.747,89.1,34.6,,
2017,COL,1.546,89.1,34.6,,
2018,COL,1.574,89.1,34.6,,
2019,COL,2.768,89.1,34.6,,
2020,COL,4.055,89.1,34.6,,
2021,COL,3.28,89.1,34.6,,
2022,COL,5.599,89.1,34.6,,
2023,COL,4.184,89.1,34.6,,
2024,COL,7.989,89.1,34.6,,
2025,COL,3.657,89.1,34.6,,
1990,DZA,1.558,89.1,34.6,,
1991,DZA,2.859,89.1,34.6,,
1992,DZA,4.731,89.1,34.6,,
1993,DZA,3.496,89.1,34.6,,
1994,DZA,2.348,89.1,34.6,,
1995,DZA,1.892,89.1,34.6,,
1996,DZA,2.488,89.1,34.6,,
1997,DZA,6.295,89.1,34.6,,
1998,DZA,5.151,89.1,34.6,,
1999,DZA,4.955,89.1,34.6,,
2000,DZA,5.055,89.1,34.6,,
2001,DZA,3.379,89.1,34.6,,
2002,DZA,4.312,89.1,34.6,,
2003,DZA,1.853,89.1,34.6,,
2004,DZA,3.274,89.1,34.6,,
2005,DZA,1.38,89.1,34.6,,
2006,DZA,7.722,89.1,34.6,,
2007,DZA,7.588,89.1,34.6,,
2008,DZA,8.688,89.1,34.6,,
2009,DZA,4.862,89.1,34.6,,
2010,DZA,4.655,89.1,34.6,,
2011,DZA,7.869,89.1,34.6,,
2012,DZA,2.652,89.1,34.6,,
2013,DZA,5.994,89.1,34.6,,
2014,DZA,3.642,89.1,34.6,,
2015,DZA,2.518,89.1,34.6,,
2016,DZA,9.444,89.1,34.6,,
2017,DZA,3.337,89.1,34.6,,
2018,DZA,2.989,89.1,34.6,,
2019,DZA,4.266,89.1,34.6,,
2020,DZA,3.102,89.1,34.6,,
2021,DZA,2.504,89.1,34.6,,
2022,DZA,4.781,89.1,34.6,,
2023,DZA,4.628,89.1,34.6,,
2024,DZA,6.537,89.1,34.6,,
2025,DZA,4.117,89.1,34.6,,
1990,SDN,4.569,89.1,34.6,,
1991,SDN,7.18,89.1,34.6,,
1992,SDN,5.23,89.1,34.6,,
1993,SDN,8.515,89.1,34.6,,
1994,SDN,11.288,89.1,34.6,,
1995,SDN,4.599,89.1,34.6,,
1996,SDN,11.039,89.1,34.6,,
1997,SDN,2.468,89.1,34.6,,
1998,SDN,3.408,89.1,34.6,,
1999,SDN,5.031,89.1,34.6,,
2000,SDN,9.143,89.1,34.6,,
2001,SDN,6.198,89.1,34.6,,
2002,SDN,5.726,89.1,34.6,,
2003,SDN,8.607,89.1,34.6,,
2004,SDN,7.319,89.1,34.6,,
2005,SDN,3.419,89.1,34.6,,
2006,SDN,12.502,89.1,34.6,,
2007,SDN,8.788,89.1,34.6,,
2008,SDN,6.326,89.1,34.6,,
2009,SDN,6.676,89.1,34.6,,
2010,SDN,8.832,89.1,34.6,,
2011,SDN,3.717,89.1,34.6,,
2012,SDN,6.776,89.1,34.6,,
2013,SDN,3.525,89.1,34.6,,
2014,SDN,6.292,89.1,34.6,,
2015,SDN,4.987,89.1,34.6,,
2016,SDN,7.532,89.1,34.6,,
2017,SDN,6.656,89.1,34.6,,
2018,SDN,5.029,89.1,34.6,,
2019,SDN,6.686,89.1,34.6,,
2020,SDN,8.645,89.1,34.6,,
2021,SDN,4.72,89.1,34.6,,
2022,SDN,2.815,89.1,34.6,,
2023,SDN,10.043,89.1,34.6,,
2024,SDN,6.945,89.1,34.6,,
2025,SDN,4.406,89.1,34.6,,
1990,IDN,2.933,89.1,34.6,,
1991,IDN,4.343,89.1,34.6,,
1992,IDN,8.077,89.1,34.6,,
1993,IDN,5.702,89.1,34.6,,
1994,IDN,5.325,89.1,34.6,,
1995,IDN,3.189,89.1,34.6,,
1996,IDN,3.255,89.1,34.6,,
1997,IDN,7.223,89.1,34.6,,
1998,IDN,4.045,89.1,34.6,,
1999,IDN,1.753,89.1,34.6,,
2000,IDN,4.829,89.1,34.6,,
2001,IDN,5.6,89.1,34.6,,
2002,IDN,2.373,89.1,34.6,,
2003,IDN,6.966,89.1,34.6,,
2004,IDN,3.377,89.1,34.6,,
2005,IDN,4.188,89.1,34.6,,
2006,IDN,5.158,89.1,34.6,,
2007,IDN,2.333,89.1,34.6,,
2008,IDN,2.269,89.1,34.6,,
2009,IDN,2.321,89.1,34.6,,
2010,IDN,9.165,89.1,34.6,,
2011,IDN,5.455,89.1,34.6,,
2012,IDN,4.121,89.1,34.6,,
2013,IDN,7.176,89.1,34.6,,
2014,IDN,7.148,89.1,34.6,,
2015,IDN,3.029,89.1,34.6,,
2016,IDN,3.193,89.1,34.6,,
2017,IDN,8.977,89.1,34.6,,
2018,IDN,4.351,89.1,34.6,,
2019,IDN,2.179,89.1,34.6,,
2020,IDN,7.125,89.1,34.6,,
2021,IDN,6.691,89.1,34.6,,
2022,IDN,4.956,89.1,34.6,,
2023,IDN,7.995,89.1,34.6,,
2024,IDN,2.017,89.1,34.6,,
2025,IDN,3.109,89.1,34.6,,
1990,THA,6.421,89.1,34.6,,
1991,THA,2.527,89.1,34.6,,
1992,THA,3.336,89.1,34.6,,
1993,THA,3.03,89.1,34.6,,
1994,THA,6.774,89.1,34.6,,
1995,THA,3.754,89.1,34.6,,
1996,THA,2.153,89.1,34.6,,
1997,THA,5.731,89.1,34.6,,
1998,THA,3.172,89.1,34.6,,
1999,THA,3.992,89.1,34.6,,
2000,THA,5.152,89.1,34.6,,
2001,THA,8.178,89.1,34.6,,
2002,THA,3.167,89.1,34.6,,
2003,THA,5.802,89.1,34.6,,
2004,THA,1.724,89.1,34.6,,
2005,THA,5.684,89.1,34.6,,
2006,THA,3.206,89.1,34.6,,
2007,THA,3.721,89.1,34.6,,
2008,THA,4.37,89.1,34.6,,
2009,THA,11.261,89.1,34.6,,
2010,THA,4.668,89.1,34.6,,
2011,THA,3.222,89.1,34.6,,
2012,THA,1.785,89.1,34.6,,
2013,THA,2.822,89.1,34.6,,
2014,THA,3.398,89.1,34.6,,
2015,THA,4.931,89.1,34.6,,
2016,THA,2.957,89.1,34.6,,
2017,THA,1.794,89.1,34.6,,
2018,THA,1.022,89.1,34.6,,
2019,THA,3.984,89.1,34.6,,
2020,THA,2.432,89.1,34.6,,
2021,THA,8.079,89.1,34.6,,
2022,THA,4.516,89.1,34.6,,
2023,THA,3.098,89.1,34.6,,
2024,THA,3.783,89.1,34.6,,
2025,THA,2.259,89.1,34.6,,
1990,AUS,7.905,89.1,34.6,,
1991,AUS,4.356,89.1,34.6,,
1992,AUS,3.589,89.1,34.6,,
1993,AUS,3.806,89.1,34.6,,
1994,AUS,2.33,89.1,34.6,,
1995,AUS,5.665,89.1,34.6,,
1996,AUS,3.957,89.1,34.6,,
1997,AUS,7.506,89.1,34.6,,
1998,AUS,8.925,89.1,34.6,,
1999,AUS,9.332,89.1,34.6,,
2000,AUS,6.896,89.1,34.6,,
2001,AUS,2.596,89.1,34.6,,
2002,AUS,3.963,89.1,34.6,,
2003,AUS,4.366,89.1,34.6,,
2004,AUS,2.236,89.1,34.6,,
2005,AUS,4.33,89.1,34.6,,
2006,AUS,3.055,89.1,34.6,,
2007,AUS,9.139,89.1,34.6,,
2008,AUS,5.919,89.1,34.6,,
2009,AUS,13.672,89.1,34.6,,
2010,AUS,9.84,89.1,34.6,,
2011,AUS,6.908,89.1,34.6,,
2012,AUS,4.234,89.1,34.6,,
2013,AUS,3.01,89.1,34.6,,
2014,AUS,5.374,89.1,34.6,,
2015,AUS,5.362,89.1,34.6,,
2016,AUS,1.486,89.1,34.6,,
2017,AUS,5.221,89.1,34.6,,
2018,AUS,5.736,89.1,34.6,,
2019,AUS,6.082,89.1,34.6,,
2020,AUS,8.095,89.1,34.6,,
2021,AUS,6.926,89.1,34.6,,
2022,AUS,4.125,89.1,34.6,,
2023,AUS,6.242,89.1,34.6,,
2024,AUS,6.845,89.1,34.6,,
2025,AUS,9.819,89.1,34.6,,
1990,TZA,5.119,89.1,34.6,,
1991,TZA,6.107,89.1,34.6,,
1992,TZA,6.089,89.1,34.6,,
1993,TZA,1.63,89.1,34.6,,
1994,TZA,2.961,89.1,34.6,,
1995,TZA,1.703,89.1,34.6,,
1996,TZA,4.709,89.1,34.6,,
1997,TZA,8.104,89.1,34.6,,
1998,TZA,4.152,89.1,34.6,,
1999,TZA,4.86,89.1,34.6,,
2000,TZA,13.598,89.1,34.6,,
2001,TZA,2.009,89.1,34.6,,
2002,TZA,4.749,89.1,34.6,,
2003,TZA,9.287,89.1,34.6,,
2004,TZA,5.291,89.1,34.6,,
2005,TZA,3.681,89.1,34.6,,
2006,TZA,5.642,89.1,34.6,,
2007,TZA,7.854,89.1,34.6,,
2008,TZA,10.999,89.1,34.6,,
2009,TZA,8.736,89.1,34.6,,
2010,TZA,4.912,89.1,34.6,,
2011,TZA,9.039,89.1,34.6,,
2012,TZA,8.165,89.1,34.6,,
2013,TZA,12.694,89.1,34.6,,
2014,TZA,3.281,89.1,34.6,,
2015,TZA,1.973,89.1,34.6,,
2016,TZA,2.849,89.1,34.6,,
2017,TZA,2.173,89.1,34.6,,
2018,TZA,1.956,89.1,34.6,,
2019,TZA,5.179,89.1,34.6,,
2020,TZA,4.462,89.1,34.6,,
2021,TZA,9.644,89.1,34.6,,
2022,TZA,11.445,89.1,34.6,,
2023,TZA,4.611,89.1,34.6,,
2024,TZA,4.872,89.1,34.6,,
2025,TZA,1.734,89.1,34.6,,
1990,DZA,5.444,89.1,34.6,,
1991,DZA,3.36,89.1,34.6,,
1992,DZA,5.064,89.1,34.6,,
1993,DZA,3.781,89.1,34.6,,
1994,DZA,2.854,89.1,34.6,,
1995,DZA,6.393,89.1,34.6,,
1996,DZA,3.922,89.1,34.6,,
1997,DZA,2.757,89.1,34.6,,
1998,DZA,3.686,89.1,34.6,,
1999,DZA,2.119,89.1,34.6,,
